name;geom
ahn2_06fn1_07;polygon((211000.0 597500.0, 212000.0 597500.0, 212000.0 598750.0, 211000.0 598750.0, 211000.0 597500.0))
ahn2_06fn1_08;polygon((212000.0 597500.0, 213000.0 597500.0, 213000.0 598750.0, 212000.0 598750.0, 212000.0 597500.0))
ahn2_06fn1_09;polygon((213000.0 597500.0, 214000.0 597500.0, 214000.0 598750.0, 213000.0 598750.0, 213000.0 597500.0))
ahn2_06fn1_10;polygon((214000.0 597500.0, 215000.0 597500.0, 215000.0 598750.0, 214000.0 598750.0, 214000.0 597500.0))
ahn2_06fn1_11;polygon((210000.0 596250.0, 211000.0 596250.0, 211000.0 597500.0, 210000.0 597500.0, 210000.0 596250.0))
ahn2_06fn1_12;polygon((211000.0 596250.0, 212000.0 596250.0, 212000.0 597500.0, 211000.0 597500.0, 211000.0 596250.0))
ahn2_06fn1_13;polygon((212000.0 596250.0, 213000.0 596250.0, 213000.0 597500.0, 212000.0 597500.0, 212000.0 596250.0))
ahn2_06fn1_14;polygon((213000.0 596250.0, 214000.0 596250.0, 214000.0 597500.0, 213000.0 597500.0, 213000.0 596250.0))
ahn2_06fn1_15;polygon((214000.0 596250.0, 215000.0 596250.0, 215000.0 597500.0, 214000.0 597500.0, 214000.0 596250.0))
ahn2_06fn1_16;polygon((210000.0 595000.0, 211000.0 595000.0, 211000.0 596250.0, 210000.0 596250.0, 210000.0 595000.0))
ahn2_06fn1_17;polygon((211000.0 595000.0, 212000.0 595000.0, 212000.0 596250.0, 211000.0 596250.0, 211000.0 595000.0))
ahn2_06fn1_18;polygon((212000.0 595000.0, 213000.0 595000.0, 213000.0 596250.0, 212000.0 596250.0, 212000.0 595000.0))
ahn2_06fn1_19;polygon((213000.0 595000.0, 214000.0 595000.0, 214000.0 596250.0, 213000.0 596250.0, 213000.0 595000.0))
ahn2_06fn1_20;polygon((214000.0 595000.0, 215000.0 595000.0, 215000.0 596250.0, 214000.0 596250.0, 214000.0 595000.0))
ahn2_06fn1_21;polygon((210000.0 593750.0, 211000.0 593750.0, 211000.0 595000.0, 210000.0 595000.0, 210000.0 593750.0))
ahn2_06fn1_22;polygon((211000.0 593750.0, 212000.0 593750.0, 212000.0 595000.0, 211000.0 595000.0, 211000.0 593750.0))
ahn2_06fn1_23;polygon((212000.0 593750.0, 213000.0 593750.0, 213000.0 595000.0, 212000.0 595000.0, 212000.0 593750.0))
ahn2_06fn1_24;polygon((213000.0 593750.0, 214000.0 593750.0, 214000.0 595000.0, 213000.0 595000.0, 213000.0 593750.0))
ahn2_06fn1_25;polygon((214000.01 593750.01, 214999.99 593750.01, 214999.99 594999.99, 214000.01 594999.99, 214000.01 593750.01))
ahn2_06fn2_01;polygon((215000.0 598750.0, 216000.0 598750.0, 216000.0 600000.0, 215000.0 600000.0, 215000.0 598750.0))
ahn2_06fn2_02;polygon((216000.0 598750.0, 217000.0 598750.0, 217000.0 600000.0, 216000.0 600000.0, 216000.0 598750.0))
ahn2_06fn2_03;polygon((217000.0 598750.0, 218000.0 598750.0, 218000.0 600000.0, 217000.0 600000.0, 217000.0 598750.0))
ahn2_06fn2_04;polygon((218000.0 598750.0, 219000.0 598750.0, 219000.0 600000.0, 218000.0 600000.0, 218000.0 598750.0))
ahn2_06fn2_05;polygon((219000.0 598750.0, 220000.0 598750.0, 220000.0 600000.0, 219000.0 600000.0, 219000.0 598750.0))
ahn2_06fn2_06;polygon((215000.0 597500.0, 216000.0 597500.0, 216000.0 598750.0, 215000.0 598750.0, 215000.0 597500.0))
ahn2_06fn2_07;polygon((216000.0 597500.0, 217000.0 597500.0, 217000.0 598750.0, 216000.0 598750.0, 216000.0 597500.0))
ahn2_06fn2_08;polygon((217000.0 597500.0, 218000.0 597500.0, 218000.0 598750.0, 217000.0 598750.0, 217000.0 597500.0))
ahn2_06fn2_09;polygon((218000.0 597500.0, 219000.0 597500.0, 219000.0 598750.0, 218000.0 598750.0, 218000.0 597500.0))
ahn2_06fn2_10;polygon((219000.0 597500.0, 220000.0 597500.0, 220000.0 598750.0, 219000.0 598750.0, 219000.0 597500.0))
ahn2_06fn2_11;polygon((215000.0 596250.0, 216000.0 596250.0, 216000.0 597500.0, 215000.0 597500.0, 215000.0 596250.0))
ahn2_06fn2_12;polygon((216000.0 596250.0, 217000.0 596250.0, 217000.0 597500.0, 216000.0 597500.0, 216000.0 596250.0))
ahn2_06fn2_13;polygon((217000.0 596250.0, 218000.0 596250.0, 218000.0 597500.0, 217000.0 597500.0, 217000.0 596250.0))
ahn2_06fn2_14;polygon((218000.0 596250.0, 219000.0 596250.0, 219000.0 597500.0, 218000.0 597500.0, 218000.0 596250.0))
ahn2_06fn2_15;polygon((219000.0 596250.0, 220000.0 596250.0, 220000.0 597500.0, 219000.0 597500.0, 219000.0 596250.0))
ahn2_06fn2_16;polygon((215000.01 595000.0, 215999.99 595000.0, 215999.99 596250.0, 215000.01 596250.0, 215000.01 595000.0))
ahn2_06fn2_17;polygon((216000.0 595000.0, 217000.0 595000.0, 217000.0 596250.0, 216000.0 596250.0, 216000.0 595000.0))
ahn2_06fn2_18;polygon((217000.0 595000.0, 218000.0 595000.0, 218000.0 596250.0, 217000.0 596250.0, 217000.0 595000.0))
ahn2_06fn2_19;polygon((218000.0 595000.0, 219000.0 595000.0, 219000.0 596250.0, 218000.0 596250.0, 218000.0 595000.0))
ahn2_06fn2_20;polygon((219000.0 595000.0, 220000.0 595000.0, 220000.0 596250.0, 219000.0 596250.0, 219000.0 595000.0))
ahn2_06fn2_21;polygon((215000.01 593750.01, 215999.99 593750.01, 215999.99 594999.99, 215000.01 594999.99, 215000.01 593750.01))
ahn2_06fn2_22;polygon((216000.01 593750.01, 216999.99 593750.01, 216999.99 594999.99, 216000.01 594999.99, 216000.01 593750.01))
ahn2_06fn2_23;polygon((217000.0 593750.0, 218000.0 593750.0, 218000.0 595000.0, 217000.0 595000.0, 217000.0 593750.0))
ahn2_06fn2_24;polygon((218000.0 593750.0, 219000.0 593750.0, 219000.0 595000.0, 218000.0 595000.0, 218000.0 593750.0))
ahn2_06fn2_25;polygon((219000.0 593750.0, 220000.0 593750.0, 220000.0 595000.0, 219000.0 595000.0, 219000.0 593750.0))
ahn2_06fz1_01;polygon((210000.0 592500.0, 211000.0 592500.0, 211000.0 593750.0, 210000.0 593750.0, 210000.0 592500.0))
ahn2_06fz1_02;polygon((211000.0 592500.0, 212000.0 592500.0, 212000.0 593750.0, 211000.0 593750.0, 211000.0 592500.0))
ahn2_06fz1_03;polygon((212000.0 592500.0, 213000.0 592500.0, 213000.0 593750.0, 212000.0 593750.0, 212000.0 592500.0))
ahn2_06fz1_04;polygon((213000.01 592500.0, 213999.99 592500.0, 213999.99 593750.0, 213000.01 593750.0, 213000.01 592500.0))
ahn2_06fz1_05;polygon((214000.01 592500.0, 214999.99 592500.0, 214999.99 593750.0, 214000.01 593750.0, 214000.01 592500.0))
ahn2_06fz1_06;polygon((210000.01 591250.01, 210999.99 591250.01, 210999.99 592499.99, 210000.01 592499.99, 210000.01 591250.01))
ahn2_06fz1_07;polygon((211000.01 591250.01, 211999.99 591250.01, 211999.99 592499.99, 211000.01 592499.99, 211000.01 591250.01))
ahn2_06fz1_08;polygon((212000.01 591250.01, 212999.99 591250.01, 212999.99 592499.99, 212000.01 592499.99, 212000.01 591250.01))
ahn2_06fz1_09;polygon((213000.01 591250.01, 213999.99 591250.01, 213999.99 592499.99, 213000.01 592499.99, 213000.01 591250.01))
ahn2_06fz1_10;polygon((214000.0 591250.0, 215000.0 591250.0, 215000.0 592500.0, 214000.0 592500.0, 214000.0 591250.0))
ahn2_06fz1_11;polygon((210000.0 590000.0, 211000.0 590000.0, 211000.0 591250.0, 210000.0 591250.0, 210000.0 590000.0))
ahn2_06en1_01;polygon((200000.0 598750.0, 201000.0 598750.0, 201000.0 600000.0, 200000.0 600000.0, 200000.0 598750.0))
ahn2_06en1_02;polygon((201000.0 598750.0, 202000.0 598750.0, 202000.0 600000.0, 201000.0 600000.0, 201000.0 598750.0))
ahn2_06en1_03;polygon((202000.0 598750.0, 203000.0 598750.0, 203000.0 600000.0, 202000.0 600000.0, 202000.0 598750.0))
ahn2_06en1_04;polygon((203000.0 598750.0, 204000.0 598750.0, 204000.0 600000.0, 203000.0 600000.0, 203000.0 598750.0))
ahn2_06en1_05;polygon((204000.0 598750.0, 205000.0 598750.0, 205000.0 600000.0, 204000.0 600000.0, 204000.0 598750.0))
ahn2_06en1_06;polygon((200000.0 597500.0, 201000.0 597500.0, 201000.0 598750.0, 200000.0 598750.0, 200000.0 597500.0))
ahn2_06en1_07;polygon((201000.0 597500.0, 202000.0 597500.0, 202000.0 598750.0, 201000.0 598750.0, 201000.0 597500.0))
ahn2_06en1_08;polygon((202000.0 597500.0, 203000.0 597500.0, 203000.0 598750.0, 202000.0 598750.0, 202000.0 597500.0))
ahn2_06en1_09;polygon((203000.0 597500.0, 204000.0 597500.0, 204000.0 598750.0, 203000.0 598750.0, 203000.0 597500.0))
ahn2_06en1_10;polygon((204000.0 597500.0, 205000.0 597500.0, 205000.0 598750.0, 204000.0 598750.0, 204000.0 597500.0))
ahn2_06en1_11;polygon((200000.0 596250.0, 201000.0 596250.0, 201000.0 597500.0, 200000.0 597500.0, 200000.0 596250.0))
ahn2_06en1_12;polygon((201000.0 596250.0, 202000.0 596250.0, 202000.0 597500.0, 201000.0 597500.0, 201000.0 596250.0))
ahn2_06en1_13;polygon((202000.0 596250.0, 203000.0 596250.0, 203000.0 597500.0, 202000.0 597500.0, 202000.0 596250.0))
ahn2_06en1_14;polygon((203000.0 596250.0, 204000.0 596250.0, 204000.0 597500.0, 203000.0 597500.0, 203000.0 596250.0))
ahn2_06en1_15;polygon((204000.0 596250.0, 205000.0 596250.0, 205000.0 597500.0, 204000.0 597500.0, 204000.0 596250.0))
ahn2_06en1_16;polygon((200000.0 595000.0, 201000.0 595000.0, 201000.0 596250.0, 200000.0 596250.0, 200000.0 595000.0))
ahn2_06en1_17;polygon((201000.0 595000.0, 202000.0 595000.0, 202000.0 596250.0, 201000.0 596250.0, 201000.0 595000.0))
ahn2_06en1_18;polygon((202000.0 595000.0, 203000.0 595000.0, 203000.0 596250.0, 202000.0 596250.0, 202000.0 595000.0))
ahn2_06en1_19;polygon((203000.0 595000.0, 204000.0 595000.0, 204000.0 596250.0, 203000.0 596250.0, 203000.0 595000.0))
ahn2_06en1_20;polygon((204000.0 595000.0, 205000.0 595000.0, 205000.0 596250.0, 204000.0 596250.0, 204000.0 595000.0))
ahn2_06en1_21;polygon((200000.0 593750.0, 201000.0 593750.0, 201000.0 595000.0, 200000.0 595000.0, 200000.0 593750.0))
ahn2_06en1_22;polygon((201000.0 593750.0, 202000.0 593750.0, 202000.0 595000.0, 201000.0 595000.0, 201000.0 593750.0))
ahn2_06en1_23;polygon((202000.0 593750.0, 203000.0 593750.0, 203000.0 595000.0, 202000.0 595000.0, 202000.0 593750.0))
ahn2_06en1_24;polygon((203000.0 593750.0, 204000.0 593750.0, 204000.0 595000.0, 203000.0 595000.0, 203000.0 593750.0))
ahn2_06en1_25;polygon((204000.0 593750.0, 205000.0 593750.0, 205000.0 595000.0, 204000.0 595000.0, 204000.0 593750.0))
ahn2_06en2_01;polygon((205000.0 598750.0, 206000.0 598750.0, 206000.0 600000.0, 205000.0 600000.0, 205000.0 598750.0))
ahn2_06en2_02;polygon((206000.01 598750.01, 206999.99 598750.01, 206999.99 600000.0, 206000.01 600000.0, 206000.01 598750.01))
ahn2_06en2_03;polygon((207000.0 598750.0, 208000.0 598750.0, 208000.0 600000.0, 207000.0 600000.0, 207000.0 598750.0))
ahn2_06en2_04;polygon((208000.0 598750.0, 209000.0 598750.0, 209000.0 600000.0, 208000.0 600000.0, 208000.0 598750.0))
ahn2_06en2_05;polygon((209000.0 598750.0, 210000.0 598750.0, 210000.0 600000.0, 209000.0 600000.0, 209000.0 598750.0))
ahn2_06en2_06;polygon((205000.01 597500.0, 205999.99 597500.0, 205999.99 598750.0, 205000.01 598750.0, 205000.01 597500.0))
ahn2_06en2_07;polygon((206000.01 597500.0, 206999.99 597500.0, 206999.99 598750.0, 206000.01 598750.0, 206000.01 597500.0))
ahn2_06en2_08;polygon((207000.0 597500.0, 208000.0 597500.0, 208000.0 598750.0, 207000.0 598750.0, 207000.0 597500.0))
ahn2_06en2_09;polygon((208000.0 597500.0, 209000.0 597500.0, 209000.0 598750.0, 208000.0 598750.0, 208000.0 597500.0))
ahn2_06en2_10;polygon((209000.0 597500.0, 210000.0 597500.0, 210000.0 598750.0, 209000.0 598750.0, 209000.0 597500.0))
ahn2_06en2_11;polygon((205000.01 596250.01, 205999.99 596250.01, 205999.99 597499.99, 205000.01 597499.99, 205000.01 596250.01))
ahn2_06en2_12;polygon((206000.0 596250.0, 207000.0 596250.0, 207000.0 597500.0, 206000.0 597500.0, 206000.0 596250.0))
ahn2_06en2_13;polygon((207000.0 596250.0, 208000.0 596250.0, 208000.0 597500.0, 207000.0 597500.0, 207000.0 596250.0))
ahn2_06en2_14;polygon((208000.0 596250.0, 209000.0 596250.0, 209000.0 597500.0, 208000.0 597500.0, 208000.0 596250.0))
ahn2_06en2_15;polygon((209000.0 596250.0, 210000.0 596250.0, 210000.0 597500.0, 209000.0 597500.0, 209000.0 596250.0))
ahn2_06en2_16;polygon((205000.01 595000.0, 205999.99 595000.0, 205999.99 596250.0, 205000.01 596250.0, 205000.01 595000.0))
ahn2_06en2_17;polygon((206000.01 595000.0, 206999.99 595000.0, 206999.99 596250.0, 206000.01 596250.0, 206000.01 595000.0))
ahn2_06en2_18;polygon((207000.0 595000.0, 208000.0 595000.0, 208000.0 596250.0, 207000.0 596250.0, 207000.0 595000.0))
ahn2_06en2_19;polygon((208000.0 595000.0, 209000.0 595000.0, 209000.0 596250.0, 208000.0 596250.0, 208000.0 595000.0))
ahn2_06en2_20;polygon((209000.0 595000.0, 210000.0 595000.0, 210000.0 596250.0, 209000.0 596250.0, 209000.0 595000.0))
ahn2_06en2_21;polygon((205000.0 593750.0, 206000.0 593750.0, 206000.0 595000.0, 205000.0 595000.0, 205000.0 593750.0))
ahn2_06en2_22;polygon((206000.01 593750.01, 206999.99 593750.01, 206999.99 594999.99, 206000.01 594999.99, 206000.01 593750.01))
ahn2_06en2_23;polygon((207000.01 593750.01, 207999.99 593750.01, 207999.99 594999.99, 207000.01 594999.99, 207000.01 593750.01))
